game_id,start_time,league_name,home_team,away_team,home_score,away_score,status,date_scraped
259266,2025-07-19T19:30:00.000Z,nba,Knicks,Wizards,85,94,complete,2026-04-21 18:00:28.579654
259265,2025-07-19T20:00:00.000Z,nba,Raptors,Kings,88,98,complete,2026-04-21 18:00:28.579654
259267,2025-07-19T21:30:00.000Z,nba,Timberwolves,Rockets,101,104,complete,2026-04-21 18:00:28.579654
259264,2025-07-19T22:00:00.000Z,nba,Thunder,Hornets,80,109,complete,2026-04-21 18:00:28.579654
259268,2025-07-19T23:30:00.000Z,nba,Warriors,Cavaliers,82,71,complete,2026-04-21 18:00:28.579654
259269,2025-07-20T00:00:00.000Z,nba,Spurs,Pistons,96,84,complete,2026-04-21 18:00:28.579654
259270,2025-07-20T01:30:00.000Z,nba,Suns,Trail Blazers,111,87,complete,2026-04-21 18:00:28.579654
259271,2025-07-20T22:00:00.000Z,nba,Celtics,Hawks,101,80,complete,2026-04-21 18:00:28.579654
259272,2025-07-21T00:00:00.000Z,nba,Clippers,Grizzlies,82,105,complete,2026-04-21 18:00:28.579654
259303,2025-07-21T02:00:00.000Z,nba,Hornets,Kings,83,78,complete,2026-04-21 18:00:28.579654
261477,2025-10-02T16:00:00.000Z,nba,Knicks,76ers,99,84,complete,2026-04-21 18:00:28.579654
279544,2025-10-03T09:30:00.000Z,nba,Pelicans,Melbourne,107,97,complete,2026-04-21 18:00:28.579654
261478,2025-10-04T02:00:00.000Z,nba,Lakers,Suns,81,103,complete,2026-04-21 18:00:28.579654
261479,2025-10-04T15:00:00.000Z,nba,76ers,Knicks,104,113,complete,2026-04-21 18:00:28.579654
261480,2025-10-05T00:00:00.000Z,nba,Heat,Magic,118,126,complete,2026-04-21 18:00:28.579654
266217,2025-10-05T00:00:00.000Z,nba,Nets,Hapoel Jerusalem,123,88,complete,2026-04-21 18:00:28.579654
261500,2025-10-05T01:00:00.000Z,nba,Nuggets,Timberwolves,116,126,complete,2026-04-21 18:00:28.579654
261481,2025-10-05T21:00:00.000Z,nba,Hornets,Thunder,114,135,complete,2026-04-21 18:00:28.579654
261482,2025-10-06T00:30:00.000Z,nba,Warriors,Lakers,111,103,complete,2026-04-21 18:00:28.579654
261483,2025-10-06T23:30:00.000Z,nba,Heat,Bucks,93,103,complete,2026-04-21 18:00:28.579654
261484,2025-10-07T00:00:00.000Z,nba,Rockets,Hawks,122,113,complete,2026-04-21 18:00:28.579654
261501,2025-10-07T00:00:00.000Z,nba,Grizzlies,Pistons,112,128,complete,2026-04-21 18:00:28.579654
280214,2025-10-07T00:00:00.000Z,nba,Spurs,Guangzhou,119,88,complete,2026-04-21 18:00:28.579654
261485,2025-10-07T00:30:00.000Z,nba,Mavericks,Thunder,106,89,complete,2026-04-21 18:00:28.579654
261486,2025-10-07T02:00:00.000Z,nba,Raptors,Nuggets,108,112,complete,2026-04-21 18:00:28.579654
261487,2025-10-07T23:00:00.000Z,nba,Cavaliers,Bulls,117,118,complete,2026-04-21 18:00:28.579654
261502,2025-10-08T00:00:00.000Z,nba,Timberwolves,Pacers,134,135,complete,2026-04-21 18:00:28.579654
261488,2025-10-08T23:30:00.000Z,nba,Heat,Spurs,107,112,complete,2026-04-21 18:00:28.579654
261489,2025-10-09T00:00:00.000Z,nba,Rockets,Jazz,140,127,complete,2026-04-21 18:00:28.579654
261503,2025-10-09T00:00:00.000Z,nba,Grizzlies,Celtics,103,121,complete,2026-04-21 18:00:28.579654
261490,2025-10-09T02:00:00.000Z,nba,Warriors,Trail Blazers,129,123,complete,2026-04-21 18:00:28.579654
261504,2025-10-09T02:00:00.000Z,nba,Kings,Raptors,122,130,complete,2026-04-21 18:00:28.579654
261492,2025-10-09T23:30:00.000Z,nba,Knicks,Timberwolves,100,95,complete,2026-04-21 18:00:28.579654
261491,2025-10-10T00:00:00.000Z,nba,Thunder,Hornets,122,116,complete,2026-04-21 18:00:28.579654
261493,2025-10-10T00:00:00.000Z,nba,Bulls,Cavaliers,119,112,complete,2026-04-21 18:00:28.579654
261505,2025-10-10T00:00:00.000Z,nba,Bucks,Pistons,117,111,complete,2026-04-21 18:00:28.579654
280215,2025-10-10T02:30:00.000Z,nba,Clippers,Guangzhou,142,95,complete,2026-04-21 18:00:28.579654
261506,2025-10-10T12:00:00.000Z,nba,Nets,Suns,127,132,complete,2026-04-21 18:00:28.579654
261507,2025-10-10T23:00:00.000Z,nba,Raptors,Celtics,107,105,complete,2026-04-21 18:00:28.579654
261508,2025-10-10T23:00:00.000Z,nba,76ers,Magic,98,128,complete,2026-04-21 18:00:28.579654
261494,2025-10-11T00:00:00.000Z,nba,Spurs,Jazz,134,130,complete,2026-04-21 18:00:28.579654
261509,2025-10-11T02:00:00.000Z,nba,Trail Blazers,Kings,124,123,complete,2026-04-21 18:00:28.579654
261495,2025-10-11T23:00:00.000Z,nba,Pacers,Thunder,116,101,complete,2026-04-21 18:00:28.579654
261496,2025-10-12T00:00:00.000Z,nba,Grizzlies,Hawks,116,122,complete,2026-04-21 18:00:28.579654
261510,2025-10-12T00:30:00.000Z,nba,Mavericks,Hornets,116,120,complete,2026-04-21 18:00:28.579654
261511,2025-10-12T11:00:00.000Z,nba,Suns,Nets,109,111,complete,2026-04-21 18:00:28.579654
261512,2025-10-12T19:00:00.000Z,nba,Wizards,Raptors,112,113,complete,2026-04-21 18:00:28.579654
261497,2025-10-12T22:00:00.000Z,nba,Magic,Heat,120,104,complete,2026-04-21 18:00:28.579654
261498,2025-10-12T23:00:00.000Z,nba,Bulls,Bucks,121,127,complete,2026-04-21 18:00:28.579654
261513,2025-10-12T23:00:00.000Z,nba,Celtics,Cavaliers,138,107,complete,2026-04-21 18:00:28.579654
261514,2025-10-13T01:30:00.000Z,nba,Clippers,Nuggets,94,102,complete,2026-04-21 18:00:28.579654
261515,2025-10-13T01:30:00.000Z,nba,Lakers,Warriors,126,116,complete,2026-04-21 18:00:28.579654
261499,2025-10-13T22:00:00.000Z,nba,Hawks,Heat,119,118,complete,2026-04-21 18:00:28.579654
261516,2025-10-13T23:00:00.000Z,nba,Pacers,Spurs,108,124,complete,2026-04-21 18:00:28.579654
261517,2025-10-13T23:30:00.000Z,nba,Knicks,Wizards,103,120,complete,2026-04-21 18:00:28.579654
280216,2025-10-14T00:00:00.000Z,nba,Timberwolves,Guangzhou,134,74,complete,2026-04-21 18:00:28.579654
261518,2025-10-14T01:00:00.000Z,nba,Jazz,Mavericks,101,114,complete,2026-04-21 18:00:28.579654
261520,2025-10-14T23:00:00.000Z,nba,Cavaliers,Pistons,118,100,complete,2026-04-21 18:00:28.579654
261519,2025-10-15T00:00:00.000Z,nba,Bucks,Thunder,112,116,complete,2026-04-21 18:00:28.579654
261521,2025-10-15T00:00:00.000Z,nba,Pelicans,Rockets,128,130,complete,2026-04-21 18:00:28.579654
261522,2025-10-15T01:00:00.000Z,nba,Nuggets,Bulls,124,117,complete,2026-04-21 18:00:28.579654
261523,2025-10-15T02:00:00.000Z,nba,Trail Blazers,Warriors,111,118,complete,2026-04-21 18:00:28.579654
261524,2025-10-15T23:00:00.000Z,nba,Hornets,Grizzlies,145,116,complete,2026-04-21 18:00:28.579654
261525,2025-10-15T23:30:00.000Z,nba,Celtics,Raptors,110,108,complete,2026-04-21 18:00:28.579654
261526,2025-10-16T02:00:00.000Z,nba,Kings,Clippers,91,109,complete,2026-04-21 18:00:28.579654
261527,2025-10-16T02:30:00.000Z,nba,Lakers,Mavericks,94,121,complete,2026-04-21 18:00:28.579654
261528,2025-10-16T23:00:00.000Z,nba,Magic,Pelicans,132,125,complete,2026-04-21 18:00:28.579654
261529,2025-10-16T23:00:00.000Z,nba,Pistons,Wizards,119,98,complete,2026-04-21 18:00:28.579654
261530,2025-10-16T23:30:00.000Z,nba,Hawks,Rockets,115,133,complete,2026-04-21 18:00:28.579654
261531,2025-10-17T00:00:00.000Z,nba,Bulls,Timberwolves,126,120,complete,2026-04-21 18:00:28.579654
261532,2025-10-17T01:00:00.000Z,nba,Jazz,Trail Blazers,132,129,complete,2026-04-21 18:00:28.579654
261533,2025-10-17T23:00:00.000Z,nba,Raptors,Nets,119,114,complete,2026-04-21 18:00:28.579654
261535,2025-10-17T23:00:00.000Z,nba,76ers,Timberwolves,126,110,complete,2026-04-21 18:00:28.579654
261534,2025-10-17T23:30:00.000Z,nba,Knicks,Hornets,113,108,complete,2026-04-21 18:00:28.579654
261536,2025-10-18T00:00:00.000Z,nba,Thunder,Nuggets,94,91,complete,2026-04-21 18:00:28.579654
261537,2025-10-18T00:00:00.000Z,nba,Spurs,Pacers,133,104,complete,2026-04-21 18:00:28.579654
261538,2025-10-18T00:00:00.000Z,nba,Heat,Grizzlies,125,141,complete,2026-04-21 18:00:28.579654
261539,2025-10-18T02:00:00.000Z,nba,Warriors,Clippers,103,106,complete,2026-04-21 18:00:28.579654
261540,2025-10-18T02:30:00.000Z,nba,Lakers,Kings,116,117,complete,2026-04-21 18:00:28.579654
261541,2025-10-21T23:30:00.000Z,nba,Thunder,Rockets,125,124,complete,2026-04-21 18:00:28.579654
261542,2025-10-22T02:00:00.000Z,nba,Lakers,Warriors,109,119,complete,2026-04-21 18:00:28.579654
261543,2025-10-22T23:00:00.000Z,nba,Knicks,Cavaliers,119,111,complete,2026-04-21 18:00:28.579654
261642,2025-10-22T23:00:00.000Z,nba,Magic,Heat,125,121,complete,2026-04-21 18:00:28.579654
261643,2025-10-22T23:00:00.000Z,nba,Hornets,Nets,136,117,complete,2026-04-21 18:00:28.579654
261644,2025-10-22T23:30:00.000Z,nba,Celtics,76ers,116,117,complete,2026-04-21 18:00:28.579654
261645,2025-10-22T23:30:00.000Z,nba,Hawks,Raptors,118,138,complete,2026-04-21 18:00:28.579654
261646,2025-10-23T00:00:00.000Z,nba,Bulls,Pistons,115,111,complete,2026-04-21 18:00:28.579654
261647,2025-10-23T00:00:00.000Z,nba,Bucks,Wizards,133,120,complete,2026-04-21 18:00:28.579654
261648,2025-10-23T00:00:00.000Z,nba,Grizzlies,Pelicans,128,122,complete,2026-04-21 18:00:28.579654
261649,2025-10-23T01:00:00.000Z,nba,Jazz,Clippers,129,108,complete,2026-04-21 18:00:28.579654
261544,2025-10-23T01:30:00.000Z,nba,Mavericks,Spurs,92,125,complete,2026-04-21 18:00:28.579654
261650,2025-10-23T02:00:00.000Z,nba,Suns,Kings,120,116,complete,2026-04-21 18:00:28.579654
261651,2025-10-23T02:00:00.000Z,nba,Trail Blazers,Timberwolves,114,118,complete,2026-04-21 18:00:28.579654
